id,timestamp,event,team,venue,team_home,team_away,period,perspective,strength,p1_no,p1_name,p2_no,p2_name,p3_no,p3_name,g_no,goalie_name,home_line,home_players,home_players_names,away_line,away_players,away_players_names,x,y,game_id,game_date,competition,season,state
1,1:41,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,18,Mannon McMahon,,,,,35,Maddie Rooney,,,,,,,68.7,-3.7,132,2025-01-21,PWHL,2024/2025,Regular Season
2,3:19,Goal,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,19,Brianne Jenner,17,Gabbie Hughes,26,Emily Clark,35,Maddie Rooney,,12 16 23 41 71,Kelly Pannek - Sophie Jaques - Mellissa Channell-Watkins - Denisa Křížová - Klára Hymlárová,,2 3 17 19 26,Aneta Tejralová - Zoe Boyd - Gabbie Hughes - Brianne Jenner - Emily Clark,69.0,-4.0,132,2025-01-21,PWHL,2024/2025,Regular Season
3,3:43,Block,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,6,Stephanie Markowski,,,,,35,Maddie Rooney,,,,,,,33.0,-11.1,132,2025-01-21,PWHL,2024/2025,Regular Season
4,4:21,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v5,21,Liz Schepers,,,,,33,Gwyneth Philips,,,,,,,-80.0,0.6,132,2025-01-21,PWHL,2024/2025,Regular Season
5,5:01,Block,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,26,Emily Clark,,,,,35,Maddie Rooney,,,,,,,75.0,32.3,132,2025-01-21,PWHL,2024/2025,Regular Season
6,5:40,Block,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,37,Rebecca Leslie,,,,,35,Maddie Rooney,,,,,,,46.0,6.5,132,2025-01-21,PWHL,2024/2025,Regular Season
7,5:49,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,8,Natalie Snodgrass,,,,,35,Maddie Rooney,,,,,,,66.7,4.0,132,2025-01-21,PWHL,2024/2025,Regular Season
8,5:55,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,88,Ronja Savolainen,,,,,35,Maddie Rooney,,,,,,,33.0,13.6,132,2025-01-21,PWHL,2024/2025,Regular Season
9,6:48,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,27,Shiann Darkangelo,,,,,35,Maddie Rooney,,,,,,,74.7,1.1,132,2025-01-21,PWHL,2024/2025,Regular Season
10,7:23,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v5,2,Lee Stecklein,,,,,33,Gwyneth Philips,,,,,,,-34.7,24.4,132,2025-01-21,PWHL,2024/2025,Regular Season
11,11:45,Block,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v5,41,Denisa Křížová,,,,,33,Gwyneth Philips,,,,,,,-76.3,8.5,132,2025-01-21,PWHL,2024/2025,Regular Season
12,11:56,Penalty,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v5,12,Kelly Pannek,,,,,,,,,,,,,,,132,2025-01-21,PWHL,2024/2025,Regular Season
13,12:51,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v4,12,Victoria Bach,,,,,35,Maddie Rooney,,,,,,,75.3,-13.6,132,2025-01-21,PWHL,2024/2025,Regular Season
14,13:54,Block,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v4,12,Victoria Bach,,,,,35,Maddie Rooney,,,,,,,67.0,-18.1,132,2025-01-21,PWHL,2024/2025,Regular Season
15,14:32,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,27,Shiann Darkangelo,,,,,35,Maddie Rooney,,,,,,,77.3,19.6,132,2025-01-21,PWHL,2024/2025,Regular Season
16,15:17,Penalty,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,2,Aneta Tejralová,,,,,,,,,,,,,,,132,2025-01-21,PWHL,2024/2025,Regular Season
17,15:42,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v4,9,Mae Batherson,,,,,33,Gwyneth Philips,,,,,,,-38.7,0.6,132,2025-01-21,PWHL,2024/2025,Regular Season
18,16:02,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v4,26,Kendall Coyne Schofield,,,,,33,Gwyneth Philips,,,,,,,-85.0,-9.1,132,2025-01-21,PWHL,2024/2025,Regular Season
19,16:11,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v4,41,Denisa Křížová,,,,,33,Gwyneth Philips,,,,,,,-73.7,-4.2,132,2025-01-21,PWHL,2024/2025,Regular Season
20,17:00,Block,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,4v5,10,Alexa Vasko,,,,,35,Maddie Rooney,,,,,,,68.0,2.8,132,2025-01-21,PWHL,2024/2025,Regular Season
21,17:22,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,1,event,5v5,2,Lee Stecklein,,,,,33,Gwyneth Philips,,,,,,,-36.3,10.2,132,2025-01-21,PWHL,2024/2025,Regular Season
22,18:08,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,2,Aneta Tejralová,,,,,35,Maddie Rooney,,,,,,,69.7,-18.1,132,2025-01-21,PWHL,2024/2025,Regular Season
23,18:53,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,27,Shiann Darkangelo,,,,,35,Maddie Rooney,,,,,,,67.0,24.6,132,2025-01-21,PWHL,2024/2025,Regular Season
24,19:41,Shot,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,1,event,5v5,13,Tereza Vanišová,,,,,35,Maddie Rooney,,,,,,,73.7,-0.6,132,2025-01-21,PWHL,2024/2025,Regular Season
25,1:43,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v5,27,Taylor Heise,,,,,33,Gwyneth Philips,,,,,,,-78.3,-30.3,132,2025-01-21,PWHL,2024/2025,Regular Season
26,3:47,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v5,41,Denisa Křížová,,,,,33,Gwyneth Philips,,,,,,,-73.7,-12.5,132,2025-01-21,PWHL,2024/2025,Regular Season
27,3:49,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v5,12,Kelly Pannek,,,,,33,Gwyneth Philips,,,,,,,-81.3,-11.6,132,2025-01-21,PWHL,2024/2025,Regular Season
28,3:59,Penalty,Ottawa Charge,Away,Minnesota Frost,Ottawa Charge,2,event,5v5,26,Emily Clark,,,,,,,,,,,,,,,132,2025-01-21,PWHL,2024/2025,Regular Season
29,4:19,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v4,27,Taylor Heise,,,,,33,Gwyneth Philips,,,,,,,-58.0,-19.0,132,2025-01-21,PWHL,2024/2025,Regular Season
30,4:30,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v4,27,Taylor Heise,,,,,33,Gwyneth Philips,,,,,,,-50.3,20.1,132,2025-01-21,PWHL,2024/2025,Regular Season
31,4:38,Shot,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v4,77,Britta Curl-Salemme,,,,,33,Gwyneth Philips,,,,,,,-80.0,-1.1,132,2025-01-21,PWHL,2024/2025,Regular Season
32,4:58,Block,Minnesota Frost,Home,Minnesota Frost,Ottawa Charge,2,event,5v5,42,Claire Thompson,,,,,33,Gwyneth Philips,,,,,,,-48.3,14.5,132,2025-01-21,PWHL,2024/2025,Regular Season
